Reference number,Species (latin name),Key origin,YEAR PUBLISHED,Sample size (size),Size MIN (kg),Size MAX (kg),Size MEAN (kg),Size error (kg),"UNIT, Size error (kg)",Length MIN (cm),Length MAX (cm),Length MEAN (cm),Size error (cm),"UNIT, Size error (cm)",UNIT,Sex (F/ M/mixed),Temp test mean (deg C),"Salinity (SW, FW, or SW/FW for brackish )",Swim  test,Indiv or group ,ID_fish,Swim speed MIN (BL/s) ,Swim speed MAX BL/s,Swim speed MEAN BL/s,Swim speed SE BL/s,UNIT error,Duration swim or duration of the swim test (h) / W notes,swim speed MIN (cm/s),swim speed MAX (cm/s),swim speed MEAN (cm/s),Swim error (cm/s),"UNIT, error (cm/s)",Water discharge or flow rates (cm/s),Water discharge or flow rates (m^3/s),Water/swim conditions (EXTRINSIC),Fish Condition (INTRINSIC),GSI (% MEAN),Gonad Weight,Blood sample analysis? (y/n),Mortality (y/n),Surgery ,"Recovery: (n, repeat, Metabolism, RR, blood,speed)",Tracking (y/n),"Unit source (text, table, plot) ",Full Reference,N_swim
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F1,,,,,,0,,,77.46415702,,,,,Fraser-Segm6,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F2,,,,,,0,,,93.37370494,,,,,Fraser-Segm1,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F2,,,,,,0,,,67.2365905,,,,,Fraser-Segm2,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F2,,,,,,0,,,72.35037376,,,,,Fraser-Segm3,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F2,,,,,,0,,,92.8055068,,,,,Fraser-Segm4,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F2,,,,,,0,,,54.16803328,,,,,Fraser-Segm5,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F2,,,,,,0,,,95.07829936,,,,,Fraser-Segm6,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F2,,,,,,0,,,80.30514772,,,,,Fraser-Segm7,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F3,,,,,,0,,,103.6012715,,,,,Fraser-Segm1,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F3,,,,,,0,,,82.57794028,,,,,Fraser-Segm2,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F3,,,,,,0,,,145.0797357,,,,,Fraser-Segm3,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F3,,,,,,0,,,123.4882064,,,,,Fraser-Segm4,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F3,,,,,,0,,,82.00974214,,,,,Fraser-Segm5,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F3,,,,,,0,,,119.5108194,,,,,Fraser-Segm6,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F3,,,,,,0,,,117.806225,,,,,Fraser-Segm7,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F3,,,,,,0,,,58.14542026,,,,,Fraser-Segm8,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F3,,,,,,0,,,61.5546091,,,,,Fraser-Segm9,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F3,,,,,,0,,,51.32704258,,,,,Fraser-Segm10,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F4,,,,,,0,,,137.6931599,,,,,Fraser-Segm1,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F4,,,,,,0,,,113.2606398,,,,,Fraser-Segm2,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F4,,,,,,0,,,121.7836119,,,,,Fraser-Segm3,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F4,,,,,,0,,,96.78289378,,,,,Fraser-Segm4,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F4,,,,,,0,,,35.9856928,,,,,Fraser-Segm5,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F4,,,,,,0,,,158.1482929,,,,,Fraser-Segm6,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F4,,,,,,0,,,106.4422622,,,,,Fraser-Segm7,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F5,,,,,,0,,,141.6705468,,,,,Fraser-Segm3,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F5,,,,,,0,,,100.7602808,,,,,Fraser-Segm4,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F5,,,,,,0,,,100.7602808,,,,,Fraser-Segm5,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F5,,,,,,0,,,62.69100538,,,,,Fraser-Segm8,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F5,,,,,,0,,,64.96379794,,,,,Fraser-Segm9,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,,,50.7,57.2,,,,FL,F,18,FW,Field,indiv,29_F5,,,,,,0,,,74.05496818,,,,,Fraser-Segm10,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M1,,,,,,0,,,24.77564461,,,,,Fraser-Segm1,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M1,,,,,,0,,,6.454767365,,,,,Fraser-Segm2,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M1,,,,,,0,,,58.47450817,,,,,Fraser-Segm3,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M1,,,,,,0,,,34.17330291,,,,,Fraser-Segm4,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M1,,,,,,0,,,83.72459213,,,,,Fraser-Segm5,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M1,,,,,,0,,,9.682435825,,,,,Fraser-Segm7,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M1,,,,,,0,,,6.834660582,,,,,Fraser-Segm8,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M1,,,,,,0,,,9.112880777,,,,,Fraser-Segm9,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M1,,,,,,0,,,13.66932116,,,,,Fraser-Segm10,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M2,,,,,,0,,,52.39906447,,,,,Fraser-Segm1,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M2,,,,,,0,,,52.39906447,,,,,Fraser-Segm2,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M2,,,,,,0,,,23.35175699,,,,,Fraser-Segm3,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M2,,,,,,0,,,41.57751854,,,,,Fraser-Segm4,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M2,,,,,,0,,,56.95550485,,,,,Fraser-Segm6,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M2,,,,,,0,,,24.49086709,,,,,Fraser-Segm7,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M2,,,,,,0,,,31.89508272,,,,,Fraser-Segm9,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M2,,,,,,0,,,33.03419281,,,,,Fraser-Segm10,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M3,,,,,,0,,,142.9583172,,,,,Fraser-Segm1,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M3,,,,,,0,,,57.5250599,,,,,Fraser-Segm2,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M3,,,,,,0,,,54.10772961,,,,,Fraser-Segm3,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
29,Oncorhynchus nerka,wild,1998,5,2.1,3.2,,,,56.2,63.4,,,,FL,M,18,FW,Field,indiv,29_M3,,,,,,0,,,84.29414718,,,,,Fraser-Segm4,,,,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",1
