Reference number,Species (latin name),Key origin,YEAR PUBLISHED,Sample size (size),Size MIN (kg),Size MAX (kg),Size MEAN (kg),Size error (kg),"UNIT, Size error (kg)",Length MIN (cm),Length MAX (cm),Length MEAN (cm),Size error (cm),"UNIT, Size error (cm)",UNIT,Sex (F/ M/mixed),Temp test mean (deg C),"Salinity (SW, FW, or SW/FW for brackish )",Swim  test,Indiv or group ,ID_fish,N_swim,Swim speed MIN (BL/s) ,Swim speed MAX BL/s,Swim speed MEAN BL/s,Swim speed SE BL/s,UNIT error,Duration swim or duration of the swim test (h) ,swim speed MIN (cm/s),swim speed MAX (cm/s),swim speed MEAN (cm/s),Swim error (cm/s),"UNIT, error (cm/s)",Water discharge or flow rates (cm/s),Water discharge or flow rates (m^3/s),Water/swim conditions (EXTRINSIC),Fish Condition (INTRINSIC),GSI (% MEAN),Gonad Weight,Blood sample analysis? (y/n),Mortality (y/n),Surgery ,"Recovery: (n, repeat, Metabolism, RR, blood,speed)",Tracking (y/n),"Unit source (text, table, plot) ",Full Reference,"Sample size (for swim; if n=1, may report ID)",Assigned population
29,Oncorhynchus nerka,wild,1998,5,1.9,2.8,2.22,NA,NA,55.2,61.7,NA,NA,NA,FL,M,18,FW,Field,indiv,29_M4,1,NA,NA,NA,NA,NA,NA,NA,NA,138.9750433,NA,NA,NA,NA,Fraser-Segm2,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",M4,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.9,2.8,2.22,NA,NA,55.2,61.7,NA,NA,NA,FL,M,18,FW,Field,indiv,29_M4,1,NA,NA,NA,NA,NA,NA,NA,NA,131.5706353,NA,NA,NA,NA,Fraser-Segm3,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",M4,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.9,2.8,2.22,NA,NA,55.2,61.7,NA,NA,NA,FL,M,18,FW,Field,indiv,29_M4,1,NA,NA,NA,NA,NA,NA,NA,NA,227.25837,NA,NA,NA,NA,Fraser-Segm4,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",M4,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.9,2.8,2.22,NA,NA,55.2,61.7,NA,NA,NA,FL,M,18,FW,Field,indiv,29_M4,1,NA,NA,NA,NA,NA,NA,NA,NA,210.1712745,NA,NA,NA,NA,Fraser-Segm5,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",M4,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.9,2.8,2.22,NA,NA,55.2,61.7,NA,NA,NA,FL,M,18,FW,Field,indiv,29_M4,1,NA,NA,NA,NA,NA,0,NA,NA,179.4145026,NA,NA,NA,NA,Fraser-Segm6,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",M4,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.9,2.8,2.22,NA,NA,55.2,61.7,NA,NA,NA,FL,M,18,FW,Field,indiv,29_M4,1,NA,NA,NA,NA,NA,0,NA,NA,231.2453589,NA,NA,NA,NA,Fraser-Segm7,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",M4,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.9,2.8,2.22,NA,NA,55.2,61.7,NA,NA,NA,FL,M,18,FW,Field,indiv,29_M4,1,NA,NA,NA,NA,NA,0,NA,NA,153.2142896,NA,NA,NA,NA,Fraser-Segm8,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",M4,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.9,2.8,2.22,NA,NA,55.2,61.7,NA,NA,NA,FL,M,18,FW,Field,indiv,29_M4,1,NA,NA,NA,NA,NA,0,NA,NA,191.9450393,NA,NA,NA,NA,Fraser-Segm9,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",M4,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.9,2.8,2.22,NA,NA,55.2,61.7,NA,NA,NA,FL,M,18,FW,Field,indiv,29_M4,1,NA,NA,NA,NA,NA,0,NA,NA,113.3444001,NA,NA,NA,NA,Fraser-Segm10,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",M4,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.9,2.8,2.22,NA,NA,55.2,61.7,NA,NA,NA,FL,M,18,FW,Field,indiv,29_M5,1,NA,NA,NA,NA,NA,0,NA,NA,149.7968705,NA,NA,NA,NA,Fraser-Segm1,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",M5,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.9,2.8,2.22,NA,NA,55.2,61.7,NA,NA,NA,FL,M,18,FW,Field,indiv,29_M5,1,NA,NA,NA,NA,NA,0,NA,NA,142.9620323,NA,NA,NA,NA,Fraser-Segm2,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",M5,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.9,2.8,2.22,NA,NA,55.2,61.7,NA,NA,NA,FL,M,18,FW,Field,indiv,29_M5,1,NA,NA,NA,NA,NA,0,NA,NA,237.5106273,NA,NA,NA,NA,Fraser-Segm3,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",M5,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.9,2.8,2.22,NA,NA,55.2,61.7,NA,NA,NA,FL,M,18,FW,Field,indiv,29_M5,1,NA,NA,NA,NA,NA,0,NA,NA,134.9880544,NA,NA,NA,NA,Fraser-Segm4,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",M5,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.9,2.8,2.22,NA,NA,55.2,61.7,NA,NA,NA,FL,M,18,FW,Field,indiv,29_M5,1,NA,NA,NA,NA,NA,0,NA,NA,103.6617126,NA,NA,NA,NA,Fraser-Segm5,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",M5,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.9,2.8,2.22,NA,NA,55.2,61.7,NA,NA,NA,FL,M,18,FW,Field,indiv,29_M5,1,NA,NA,NA,NA,NA,0,NA,NA,191.3754695,NA,NA,NA,NA,Fraser-Segm6,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",M5,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.9,2.8,2.22,NA,NA,55.2,61.7,NA,NA,NA,FL,M,18,FW,Field,indiv,29_M5,1,NA,NA,NA,NA,NA,0,NA,NA,88.85289654,NA,NA,NA,NA,Fraser-Segm7,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",M5,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.9,2.8,2.22,NA,NA,55.2,61.7,NA,NA,NA,FL,M,18,FW,Field,indiv,29_M5,1,NA,NA,NA,NA,NA,0,NA,NA,72.90494075,NA,NA,NA,NA,Fraser-Segm8,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",M5,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.9,2.8,2.22,NA,NA,55.2,61.7,NA,NA,NA,FL,M,18,FW,Field,indiv,29_M5,1,NA,NA,NA,NA,NA,0,NA,NA,198.2103077,NA,NA,NA,NA,Fraser-Segm9,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",M5,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.9,2.8,2.22,NA,NA,55.2,61.7,NA,NA,NA,FL,M,18,FW,Field,indiv,29_M5,1,NA,NA,NA,NA,NA,0,NA,NA,88.28332669,NA,NA,NA,NA,Fraser-Segm10,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",M5,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F1,1,NA,NA,NA,NA,NA,0,NA,NA,88.82811982,NA,NA,NA,NA,Fraser-Segm1,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F1,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F1,1,NA,NA,NA,NA,NA,0,NA,NA,49.05425002,NA,NA,NA,NA,Fraser-Segm2,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F1,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F1,1,NA,NA,NA,NA,NA,0,NA,NA,63.82740166,NA,NA,NA,NA,Fraser-Segm3,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F1,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F1,1,NA,NA,NA,NA,NA,0,NA,NA,70.0775812,NA,NA,NA,NA,Fraser-Segm4,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F1,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F1,1,NA,NA,NA,NA,NA,0,NA,NA,51.32704258,NA,NA,NA,NA,Fraser-Segm5,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F1,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F1,1,NA,NA,NA,NA,NA,0,NA,NA,77.46415702,NA,NA,NA,NA,Fraser-Segm6,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F1,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F2,1,NA,NA,NA,NA,NA,0,NA,NA,93.37370494,NA,NA,NA,NA,Fraser-Segm1,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F2,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F2,1,NA,NA,NA,NA,NA,0,NA,NA,67.2365905,NA,NA,NA,NA,Fraser-Segm2,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F2,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F2,1,NA,NA,NA,NA,NA,0,NA,NA,72.35037376,NA,NA,NA,NA,Fraser-Segm3,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F2,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F2,1,NA,NA,NA,NA,NA,0,NA,NA,92.8055068,NA,NA,NA,NA,Fraser-Segm4,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F2,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F2,1,NA,NA,NA,NA,NA,0,NA,NA,54.16803328,NA,NA,NA,NA,Fraser-Segm5,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F2,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F2,1,NA,NA,NA,NA,NA,0,NA,NA,95.07829936,NA,NA,NA,NA,Fraser-Segm6,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F2,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F2,1,NA,NA,NA,NA,NA,0,NA,NA,80.30514772,NA,NA,NA,NA,Fraser-Segm7,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F2,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F3,1,NA,NA,NA,NA,NA,0,NA,NA,103.6012715,NA,NA,NA,NA,Fraser-Segm1,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F3,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F3,1,NA,NA,NA,NA,NA,0,NA,NA,82.57794028,NA,NA,NA,NA,Fraser-Segm2,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F3,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F3,1,NA,NA,NA,NA,NA,0,NA,NA,145.0797357,NA,NA,NA,NA,Fraser-Segm3,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F3,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F3,1,NA,NA,NA,NA,NA,0,NA,NA,123.4882064,NA,NA,NA,NA,Fraser-Segm4,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F3,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F3,1,NA,NA,NA,NA,NA,0,NA,NA,82.00974214,NA,NA,NA,NA,Fraser-Segm5,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F3,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F3,1,NA,NA,NA,NA,NA,0,NA,NA,119.5108194,NA,NA,NA,NA,Fraser-Segm6,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F3,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F3,1,NA,NA,NA,NA,NA,0,NA,NA,117.806225,NA,NA,NA,NA,Fraser-Segm7,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F3,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F3,1,NA,NA,NA,NA,NA,0,NA,NA,58.14542026,NA,NA,NA,NA,Fraser-Segm8,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F3,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F3,1,NA,NA,NA,NA,NA,0,NA,NA,61.5546091,NA,NA,NA,NA,Fraser-Segm9,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F3,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F3,1,NA,NA,NA,NA,NA,0,NA,NA,51.32704258,NA,NA,NA,NA,Fraser-Segm10,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F3,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F4,1,NA,NA,NA,NA,NA,0,NA,NA,137.6931599,NA,NA,NA,NA,Fraser-Segm1,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F4,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F4,1,NA,NA,NA,NA,NA,0,NA,NA,113.2606398,NA,NA,NA,NA,Fraser-Segm2,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F4,Early Stuart
29,Oncorhynchus nerka,wild,1998,5,1.4,2,1.68,NA,NA,50.7,57.2,NA,NA,NA,FL,F,18,FW,Field,indiv,29_F4,1,NA,NA,NA,NA,NA,0,NA,NA,121.7836119,NA,NA,NA,NA,Fraser-Segm3,NA,NA,NA,n,n,EMGtag,n,y,plot,"Hinch, S.G., Rand, P.S., 1998. Swim speeds and energy use of upriver-migrating sockeye salmon (Oncorhynchus nerka): role of local environment and fish characteristics. Canadian Journal of Fisheries and Aquatic Sciences 55, 1821–1831. https://doi.org/10.1139/cjfas-55-8-1821",F4,Early Stuart
